team,entry,topic,slot,schedule,stat,N,result
2,1,ATTRACTION,PLACE,1,acc,5075,0.1877833
2,1,ATTRACTION,PLACE,1,precision,8650,0.2228902
2,1,ATTRACTION,PLACE,1,recall,3987,0.4835716
2,1,ATTRACTION,PLACE,1,f1,10709,0.3051357
2,1,ATTRACTION,TIME,1,acc,311,0.0739550
2,1,ATTRACTION,TIME,1,precision,108,0.3981481
2,1,ATTRACTION,TIME,1,recall,300,0.1433333
2,1,ATTRACTION,TIME,1,f1,365,0.2107843
2,1,ATTRACTION,NEIGHBOURHOOD,1,acc,2003,0.3240140
2,1,ATTRACTION,NEIGHBOURHOOD,1,precision,1158,0.6286701
2,1,ATTRACTION,NEIGHBOURHOOD,1,recall,1843,0.3950081
2,1,ATTRACTION,NEIGHBOURHOOD,1,f1,2273,0.4851716
2,1,ATTRACTION,all,1,acc,5949,0.0625315
2,1,ATTRACTION,all,1,precision,18529,0.3327217
2,1,ATTRACTION,all,1,recall,13699,0.4500328
2,1,ATTRACTION,all,1,f1,26063,0.3825866
2,1,TRANSPORTATION,INFO,1,acc,1260,0.2714286
2,1,TRANSPORTATION,INFO,1,precision,661,0.6263238
2,1,TRANSPORTATION,INFO,1,recall,1195,0.3464435
2,1,TRANSPORTATION,INFO,1,f1,1442,0.4461207
2,1,TRANSPORTATION,FROM,1,acc,1288,0.0527950
2,1,TRANSPORTATION,FROM,1,precision,1339,0.1732636
2,1,TRANSPORTATION,FROM,1,recall,1055,0.2199052
2,1,TRANSPORTATION,FROM,1,f1,2162,0.1938179
2,1,TRANSPORTATION,TO,1,acc,1400,0.0792857
2,1,TRANSPORTATION,TO,1,precision,1352,0.1442308
2,1,TRANSPORTATION,TO,1,recall,1081,0.1803885
2,1,TRANSPORTATION,TO,1,f1,2238,0.1602959
2,1,TRANSPORTATION,STATION,1,acc,328,0.0670732
2,1,TRANSPORTATION,STATION,1,precision,97,0.2268041
2,1,TRANSPORTATION,STATION,1,recall,269,0.0817844
2,1,TRANSPORTATION,STATION,1,f1,344,0.1202186
2,1,TRANSPORTATION,LINE,1,acc,259,0.2857143
2,1,TRANSPORTATION,LINE,1,precision,169,0.6568047
2,1,TRANSPORTATION,LINE,1,recall,263,0.4220532
2,1,TRANSPORTATION,LINE,1,f1,321,0.5138889
2,1,TRANSPORTATION,TYPE,1,acc,1824,0.6414474
2,1,TRANSPORTATION,TYPE,1,precision,1624,0.7814039
2,1,TRANSPORTATION,TYPE,1,recall,1771,0.7165443
2,1,TRANSPORTATION,TYPE,1,f1,2126,0.7475700
2,1,TRANSPORTATION,TICKET,1,acc,49,0.3877551
2,1,TRANSPORTATION,TICKET,1,precision,25,0.7600000
2,1,TRANSPORTATION,TICKET,1,recall,43,0.4418605
2,1,TRANSPORTATION,TICKET,1,f1,49,0.5588235
2,1,TRANSPORTATION,all,1,acc,1940,0.0536082
2,1,TRANSPORTATION,all,1,precision,5267,0.4294665
2,1,TRANSPORTATION,all,1,recall,5677,0.3984499
2,1,TRANSPORTATION,all,1,f1,8682,0.4133772
2,1,SHOPPING,INFO,1,acc,575,0.2486957
2,1,SHOPPING,INFO,1,precision,227,0.7048458
2,1,SHOPPING,INFO,1,recall,603,0.2653400
2,1,SHOPPING,INFO,1,f1,670,0.3855422
2,1,SHOPPING,TYPE_OF_PLACE,1,acc,486,0.3045267
2,1,SHOPPING,TYPE_OF_PLACE,1,precision,378,0.4259259
2,1,SHOPPING,TYPE_OF_PLACE,1,recall,331,0.4864048
2,1,SHOPPING,TYPE_OF_PLACE,1,f1,548,0.4541608
2,1,SHOPPING,PLACE,1,acc,325,0.1507692
2,1,SHOPPING,PLACE,1,precision,142,0.3943662
2,1,SHOPPING,PLACE,1,recall,277,0.2021661
2,1,SHOPPING,PLACE,1,f1,363,0.2673031
2,1,SHOPPING,NEIGHBOURHOOD,1,acc,356,0.1179775
2,1,SHOPPING,NEIGHBOURHOOD,1,precision,85,0.5647059
2,1,SHOPPING,NEIGHBOURHOOD,1,recall,330,0.1454545
2,1,SHOPPING,NEIGHBOURHOOD,1,f1,367,0.2313253
2,1,SHOPPING,TIME,1,acc,0,-
2,1,SHOPPING,TIME,1,precision,0,-
2,1,SHOPPING,TIME,1,recall,0,-
2,1,SHOPPING,TIME,1,f1,0,-
2,1,SHOPPING,all,1,acc,745,0.0697987
2,1,SHOPPING,all,1,precision,832,0.5108173
2,1,SHOPPING,all,1,recall,1541,0.2757949
2,1,SHOPPING,all,1,f1,1948,0.3581964
2,1,ACCOMMODATION,INFO,1,acc,856,0.3971963
2,1,ACCOMMODATION,INFO,1,precision,750,0.6400000
2,1,ACCOMMODATION,INFO,1,recall,917,0.5234460
2,1,ACCOMMODATION,INFO,1,f1,1187,0.5758848
2,1,ACCOMMODATION,TYPE_OF_PLACE,1,acc,186,0.0161290
2,1,ACCOMMODATION,TYPE_OF_PLACE,1,precision,61,0.0491803
2,1,ACCOMMODATION,TYPE_OF_PLACE,1,recall,140,0.0214286
2,1,ACCOMMODATION,TYPE_OF_PLACE,1,f1,198,0.0298507
2,1,ACCOMMODATION,PLACE,1,acc,800,0.0187500
2,1,ACCOMMODATION,PLACE,1,precision,599,0.0333890
2,1,ACCOMMODATION,PLACE,1,recall,782,0.0255754
2,1,ACCOMMODATION,PLACE,1,f1,1361,0.0289645
2,1,ACCOMMODATION,NEIGHBOURHOOD,1,acc,219,0.2100457
2,1,ACCOMMODATION,NEIGHBOURHOOD,1,precision,132,0.3484848
2,1,ACCOMMODATION,NEIGHBOURHOOD,1,recall,137,0.3357664
2,1,ACCOMMODATION,NEIGHBOURHOOD,1,f1,223,0.3420074
2,1,ACCOMMODATION,all,1,acc,973,0.0308325
2,1,ACCOMMODATION,all,1,precision,1542,0.3560311
2,1,ACCOMMODATION,all,1,recall,1976,0.2778340
2,1,ACCOMMODATION,all,1,f1,2969,0.3121092
2,1,all,all,2,acc,1307,0.0711553
2,1,all,all,2,precision,2894,0.4340014
2,1,all,all,2,recall,2993,0.4196458
2,1,all,all,2,f1,4631,0.4267029
2,1,FOOD,INFO,2,acc,176,0.3465909
2,1,FOOD,INFO,2,precision,110,0.6545455
2,1,FOOD,INFO,2,recall,178,0.4044944
2,1,FOOD,INFO,2,f1,216,0.5000000
2,1,FOOD,CUISINE,2,acc,88,0.2272727
2,1,FOOD,CUISINE,2,precision,52,0.4423077
2,1,FOOD,CUISINE,2,recall,75,0.3066667
2,1,FOOD,CUISINE,2,f1,104,0.3622047
2,1,FOOD,TYPE_OF_PLACE,2,acc,46,0.3043478
2,1,FOOD,TYPE_OF_PLACE,2,precision,29,0.5517241
2,1,FOOD,TYPE_OF_PLACE,2,recall,36,0.4444444
2,1,FOOD,TYPE_OF_PLACE,2,f1,49,0.4923077
2,1,FOOD,DRINK,2,acc,10,0.1000000
2,1,FOOD,DRINK,2,precision,1,1.0000000
2,1,FOOD,DRINK,2,recall,10,0.1000000
2,1,FOOD,DRINK,2,f1,10,0.1818182
2,1,FOOD,PLACE,2,acc,65,0.0000000
2,1,FOOD,PLACE,2,precision,4,0.0000000
2,1,FOOD,PLACE,2,recall,65,0.0000000
2,1,FOOD,PLACE,2,f1,69,-
2,1,FOOD,MEAL_TIME,2,acc,2,0.0000000
2,1,FOOD,MEAL_TIME,2,precision,1,0.0000000
2,1,FOOD,MEAL_TIME,2,recall,3,0.0000000
2,1,FOOD,MEAL_TIME,2,f1,4,-
2,1,FOOD,DISH,2,acc,179,0.1675978
2,1,FOOD,DISH,2,precision,102,0.4607843
2,1,FOOD,DISH,2,recall,174,0.2701149
2,1,FOOD,DISH,2,f1,229,0.3405797
2,1,FOOD,NEIGHBOURHOOD,2,acc,33,0.0606061
2,1,FOOD,NEIGHBOURHOOD,2,precision,6,0.3333333
2,1,FOOD,NEIGHBOURHOOD,2,recall,30,0.0666667
2,1,FOOD,NEIGHBOURHOOD,2,f1,34,0.1111111
2,1,FOOD,all,2,acc,272,0.0661765
2,1,FOOD,all,2,precision,305,0.5278689
2,1,FOOD,all,2,recall,571,0.2819615
2,1,FOOD,all,2,f1,715,0.3675799
2,1,ATTRACTION,INFO,2,acc,473,0.2621564
2,1,ATTRACTION,INFO,2,precision,529,0.4858223
2,1,ATTRACTION,INFO,2,recall,465,0.5526882
2,1,ATTRACTION,INFO,2,f1,737,0.5171026
2,1,ATTRACTION,TYPE_OF_PLACE,2,acc,178,0.2808989
2,1,ATTRACTION,TYPE_OF_PLACE,2,precision,127,0.4409449
2,1,ATTRACTION,TYPE_OF_PLACE,2,recall,137,0.4087591
2,1,ATTRACTION,TYPE_OF_PLACE,2,f1,208,0.4242424
2,1,ATTRACTION,ACTIVITY,2,acc,209,0.1387560
2,1,ATTRACTION,ACTIVITY,2,precision,168,0.2678571
2,1,ATTRACTION,ACTIVITY,2,recall,125,0.3600000
2,1,ATTRACTION,ACTIVITY,2,f1,248,0.3071672
2,1,ATTRACTION,PLACE,2,acc,511,0.2113503
2,1,ATTRACTION,PLACE,2,precision,808,0.2821782
2,1,ATTRACTION,PLACE,2,recall,423,0.5390071
2,1,ATTRACTION,PLACE,2,f1,1003,0.3704305
2,1,ATTRACTION,TIME,2,acc,30,0.1000000
2,1,ATTRACTION,TIME,2,precision,12,0.5000000
2,1,ATTRACTION,TIME,2,recall,31,0.1935484
2,1,ATTRACTION,TIME,2,f1,37,0.2790698
2,1,ATTRACTION,NEIGHBOURHOOD,2,acc,211,0.3886256
2,1,ATTRACTION,NEIGHBOURHOOD,2,precision,126,0.7301587
2,1,ATTRACTION,NEIGHBOURHOOD,2,recall,199,0.4623116
2,1,ATTRACTION,NEIGHBOURHOOD,2,f1,233,0.5661538
2,1,ATTRACTION,all,2,acc,614,0.0749186
2,1,ATTRACTION,all,2,precision,1770,0.3864407
2,1,ATTRACTION,all,2,recall,1380,0.4956522
2,1,ATTRACTION,all,2,f1,2466,0.4342857
2,1,TRANSPORTATION,INFO,2,acc,141,0.2624113
2,1,TRANSPORTATION,INFO,2,precision,73,0.6027397
2,1,TRANSPORTATION,INFO,2,recall,132,0.3333333
2,1,TRANSPORTATION,INFO,2,f1,161,0.4292683
2,1,TRANSPORTATION,FROM,2,acc,144,0.0555556
2,1,TRANSPORTATION,FROM,2,precision,121,0.2066116
2,1,TRANSPORTATION,FROM,2,recall,123,0.2032520
2,1,TRANSPORTATION,FROM,2,f1,219,0.2049180
2,1,TRANSPORTATION,TO,2,acc,160,0.1375000
2,1,TRANSPORTATION,TO,2,precision,133,0.2706767
2,1,TRANSPORTATION,TO,2,recall,128,0.2812500
2,1,TRANSPORTATION,TO,2,f1,225,0.2758621
2,1,TRANSPORTATION,STATION,2,acc,29,0.1034483
2,1,TRANSPORTATION,STATION,2,precision,5,0.6000000
2,1,TRANSPORTATION,STATION,2,recall,27,0.1111111
2,1,TRANSPORTATION,STATION,2,f1,29,0.1875000
2,1,TRANSPORTATION,LINE,2,acc,29,0.3448276
2,1,TRANSPORTATION,LINE,2,precision,19,0.7368421
2,1,TRANSPORTATION,LINE,2,recall,31,0.4516129
2,1,TRANSPORTATION,LINE,2,f1,36,0.5600000
2,1,TRANSPORTATION,TYPE,2,acc,215,0.7069767
2,1,TRANSPORTATION,TYPE,2,precision,208,0.8076923
2,1,TRANSPORTATION,TYPE,2,recall,209,0.8038278
2,1,TRANSPORTATION,TYPE,2,f1,249,0.8057554
2,1,TRANSPORTATION,TICKET,2,acc,6,0.1666667
2,1,TRANSPORTATION,TICKET,2,precision,2,0.5000000
2,1,TRANSPORTATION,TICKET,2,recall,5,0.2000000
2,1,TRANSPORTATION,TICKET,2,f1,6,0.2857143
2,1,TRANSPORTATION,all,2,acc,231,0.0865801
2,1,TRANSPORTATION,all,2,precision,561,0.5187166
2,1,TRANSPORTATION,all,2,recall,655,0.4442748
2,1,TRANSPORTATION,all,2,f1,925,0.4786184
2,1,SHOPPING,INFO,2,acc,47,0.2553191
2,1,SHOPPING,INFO,2,precision,16,0.8125000
2,1,SHOPPING,INFO,2,recall,52,0.2500000
2,1,SHOPPING,INFO,2,f1,55,0.3823529
2,1,SHOPPING,TYPE_OF_PLACE,2,acc,46,0.3913043
2,1,SHOPPING,TYPE_OF_PLACE,2,precision,38,0.5789474
2,1,SHOPPING,TYPE_OF_PLACE,2,recall,35,0.6285714
2,1,SHOPPING,TYPE_OF_PLACE,2,f1,51,0.6027397
2,1,SHOPPING,PLACE,2,acc,32,0.1875000
2,1,SHOPPING,PLACE,2,precision,16,0.3750000
2,1,SHOPPING,PLACE,2,recall,28,0.2142857
2,1,SHOPPING,PLACE,2,f1,38,0.2727273
2,1,SHOPPING,NEIGHBOURHOOD,2,acc,39,0.1538462
2,1,SHOPPING,NEIGHBOURHOOD,2,precision,13,0.6153846
2,1,SHOPPING,NEIGHBOURHOOD,2,recall,36,0.2222222
2,1,SHOPPING,NEIGHBOURHOOD,2,f1,41,0.3265306
2,1,SHOPPING,TIME,2,acc,0,-
2,1,SHOPPING,TIME,2,precision,0,-
2,1,SHOPPING,TIME,2,recall,0,-
2,1,SHOPPING,TIME,2,f1,0,-
2,1,SHOPPING,all,2,acc,72,0.0694444
2,1,SHOPPING,all,2,precision,83,0.5903614
2,1,SHOPPING,all,2,recall,151,0.3245033
2,1,SHOPPING,all,2,f1,185,0.4188034
2,1,ACCOMMODATION,INFO,2,acc,96,0.4166667
2,1,ACCOMMODATION,INFO,2,precision,88,0.7159091
2,1,ACCOMMODATION,INFO,2,recall,104,0.6057692
2,1,ACCOMMODATION,INFO,2,f1,129,0.6562500
2,1,ACCOMMODATION,TYPE_OF_PLACE,2,acc,21,0.0000000
2,1,ACCOMMODATION,TYPE_OF_PLACE,2,precision,8,0.0000000
2,1,ACCOMMODATION,TYPE_OF_PLACE,2,recall,16,0.0000000
2,1,ACCOMMODATION,TYPE_OF_PLACE,2,f1,24,-
2,1,ACCOMMODATION,PLACE,2,acc,99,0.0303030
2,1,ACCOMMODATION,PLACE,2,precision,68,0.0441176
2,1,ACCOMMODATION,PLACE,2,recall,97,0.0309278
2,1,ACCOMMODATION,PLACE,2,f1,162,0.0363636
2,1,ACCOMMODATION,NEIGHBOURHOOD,2,acc,25,0.2000000
2,1,ACCOMMODATION,NEIGHBOURHOOD,2,precision,11,0.4545455
2,1,ACCOMMODATION,NEIGHBOURHOOD,2,recall,19,0.2631579
2,1,ACCOMMODATION,NEIGHBOURHOOD,2,f1,25,0.3333333
2,1,ACCOMMODATION,all,2,acc,118,0.0338983
2,1,ACCOMMODATION,all,2,precision,175,0.4057143
2,1,ACCOMMODATION,all,2,recall,236,0.3008475
2,1,ACCOMMODATION,all,2,f1,340,0.3454988
2,1,basic,total_wall_time,,,,389.208821058
2,1,basic,sessions,,,,10
2,1,basic,utterances,,,,14878
2,1,basic,wall_time_per_utterance,,,,0.0261600229237
2,1,basic,dataset,,,,dstc5_test
2,2,all,all,1,acc,12290,0.0528885
2,2,all,all,1,precision,30831,0.3629464
2,2,all,all,1,recall,28749,0.3892309
2,2,all,all,1,f1,48390,0.3756294
2,2,FOOD,INFO,1,acc,1922,0.3251821
2,2,FOOD,INFO,1,precision,1377,0.5947712
2,2,FOOD,INFO,1,recall,1945,0.4210797
2,2,FOOD,INFO,1,f1,2503,0.4930765
2,2,FOOD,CUISINE,1,acc,802,0.1596010
2,2,FOOD,CUISINE,1,precision,438,0.3812785
2,2,FOOD,CUISINE,1,recall,673,0.2481426
2,2,FOOD,CUISINE,1,f1,944,0.3006301
2,2,FOOD,TYPE_OF_PLACE,1,acc,471,0.3057325
2,2,FOOD,TYPE_OF_PLACE,1,precision,273,0.5787546
2,2,FOOD,TYPE_OF_PLACE,1,recall,378,0.4179894
2,2,FOOD,TYPE_OF_PLACE,1,f1,493,0.4854071
2,2,FOOD,DRINK,1,acc,132,0.0227273
2,2,FOOD,DRINK,1,precision,24,0.1250000
2,2,FOOD,DRINK,1,recall,112,0.0267857
2,2,FOOD,DRINK,1,f1,133,0.0441176
2,2,FOOD,PLACE,1,acc,583,0.0000000
2,2,FOOD,PLACE,1,precision,126,0.0000000
2,2,FOOD,PLACE,1,recall,527,0.0000000
2,2,FOOD,PLACE,1,f1,653,-
2,2,FOOD,MEAL_TIME,1,acc,34,0.0294118
2,2,FOOD,MEAL_TIME,1,precision,20,0.4500000
2,2,FOOD,MEAL_TIME,1,recall,46,0.1956522
2,2,FOOD,MEAL_TIME,1,f1,57,0.2727273
2,2,FOOD,DISH,1,acc,1905,0.1585302
2,2,FOOD,DISH,1,precision,1252,0.3889776
2,2,FOOD,DISH,1,recall,1865,0.2611260
2,2,FOOD,DISH,1,f1,2630,0.3124799
2,2,FOOD,NEIGHBOURHOOD,1,acc,368,0.0706522
2,2,FOOD,NEIGHBOURHOOD,1,precision,91,0.2857143
2,2,FOOD,NEIGHBOURHOOD,1,recall,310,0.0838710
2,2,FOOD,NEIGHBOURHOOD,1,f1,375,0.1296758
2,2,FOOD,all,1,acc,2683,0.0529258
2,2,FOOD,all,1,precision,3601,0.4634824
2,2,FOOD,all,1,recall,5856,0.2850068
2,2,FOOD,all,1,f1,7788,0.3529661
2,2,ATTRACTION,INFO,1,acc,4991,0.2324184
2,2,ATTRACTION,INFO,1,precision,6210,0.4552335
2,2,ATTRACTION,INFO,1,recall,4948,0.5713420
2,2,ATTRACTION,INFO,1,f1,8331,0.5067216
2,2,ATTRACTION,TYPE_OF_PLACE,1,acc,1751,0.1993147
2,2,ATTRACTION,TYPE_OF_PLACE,1,precision,1158,0.3601036
2,2,ATTRACTION,TYPE_OF_PLACE,1,recall,1388,0.3004323
2,2,ATTRACTION,TYPE_OF_PLACE,1,f1,2129,0.3275727
2,2,ATTRACTION,ACTIVITY,1,acc,2046,0.1163245
2,2,ATTRACTION,ACTIVITY,1,precision,1619,0.2001235
2,2,ATTRACTION,ACTIVITY,1,recall,1233,0.2627737
2,2,ATTRACTION,ACTIVITY,1,f1,2528,0.2272090
2,2,ATTRACTION,PLACE,1,acc,5136,0.1658879
2,2,ATTRACTION,PLACE,1,precision,9044,0.2106369
2,2,ATTRACTION,PLACE,1,recall,3987,0.4778029
2,2,ATTRACTION,PLACE,1,f1,11126,0.2923797
2,2,ATTRACTION,TIME,1,acc,314,0.0859873
2,2,ATTRACTION,TIME,1,precision,108,0.3703704
2,2,ATTRACTION,TIME,1,recall,300,0.1333333
2,2,ATTRACTION,TIME,1,f1,368,0.1960784
2,2,ATTRACTION,NEIGHBOURHOOD,1,acc,2033,0.3275947
2,2,ATTRACTION,NEIGHBOURHOOD,1,precision,1195,0.6234310
2,2,ATTRACTION,NEIGHBOURHOOD,1,recall,1843,0.4042322
2,2,ATTRACTION,NEIGHBOURHOOD,1,f1,2293,0.4904542
2,2,ATTRACTION,all,1,acc,5949,0.0529501
2,2,ATTRACTION,all,1,precision,19334,0.3236785
2,2,ATTRACTION,all,1,recall,13699,0.4568217
2,2,ATTRACTION,all,1,f1,26775,0.3788938
2,2,TRANSPORTATION,INFO,1,acc,1253,0.2889066
2,2,TRANSPORTATION,INFO,1,precision,669,0.6412556
2,2,TRANSPORTATION,INFO,1,recall,1195,0.3589958
2,2,TRANSPORTATION,INFO,1,f1,1435,0.4603004
2,2,TRANSPORTATION,FROM,1,acc,1314,0.0342466
2,2,TRANSPORTATION,FROM,1,precision,1394,0.1649928
2,2,TRANSPORTATION,FROM,1,recall,1055,0.2180095
2,2,TRANSPORTATION,FROM,1,f1,2219,0.1878318
2,2,TRANSPORTATION,TO,1,acc,1385,0.0606498
2,2,TRANSPORTATION,TO,1,precision,1390,0.1316547
2,2,TRANSPORTATION,TO,1,recall,1081,0.1692877
2,2,TRANSPORTATION,TO,1,f1,2288,0.1481182
2,2,TRANSPORTATION,STATION,1,acc,331,0.0604230
2,2,TRANSPORTATION,STATION,1,precision,100,0.2000000
2,2,TRANSPORTATION,STATION,1,recall,269,0.0743494
2,2,TRANSPORTATION,STATION,1,f1,349,0.1084011
2,2,TRANSPORTATION,LINE,1,acc,259,0.2586873
2,2,TRANSPORTATION,LINE,1,precision,161,0.6459627
2,2,TRANSPORTATION,LINE,1,recall,263,0.3954373
2,2,TRANSPORTATION,LINE,1,f1,320,0.4905660
2,2,TRANSPORTATION,TYPE,1,acc,1823,0.6401536
2,2,TRANSPORTATION,TYPE,1,precision,1644,0.7828467
2,2,TRANSPORTATION,TYPE,1,recall,1771,0.7267081
2,2,TRANSPORTATION,TYPE,1,f1,2128,0.7537335
2,2,TRANSPORTATION,TICKET,1,acc,45,0.4000000
2,2,TRANSPORTATION,TICKET,1,precision,20,0.9000000
2,2,TRANSPORTATION,TICKET,1,recall,43,0.4186047
2,2,TRANSPORTATION,TICKET,1,f1,45,0.5714286
2,2,TRANSPORTATION,all,1,acc,1940,0.0551546
2,2,TRANSPORTATION,all,1,precision,5378,0.4222759
2,2,TRANSPORTATION,all,1,recall,5677,0.4000352
2,2,TRANSPORTATION,all,1,f1,8784,0.4108548
2,2,SHOPPING,INFO,1,acc,574,0.2142857
2,2,SHOPPING,INFO,1,precision,211,0.6682464
2,2,SHOPPING,INFO,1,recall,603,0.2338308
2,2,SHOPPING,INFO,1,f1,673,0.3464373
2,2,SHOPPING,TYPE_OF_PLACE,1,acc,481,0.2972973
2,2,SHOPPING,TYPE_OF_PLACE,1,precision,372,0.4112903
2,2,SHOPPING,TYPE_OF_PLACE,1,recall,331,0.4622356
2,2,SHOPPING,TYPE_OF_PLACE,1,f1,550,0.4352774
2,2,SHOPPING,PLACE,1,acc,335,0.1492537
2,2,SHOPPING,PLACE,1,precision,155,0.3483871
2,2,SHOPPING,PLACE,1,recall,277,0.1949458
2,2,SHOPPING,PLACE,1,f1,378,0.2500000
2,2,SHOPPING,NEIGHBOURHOOD,1,acc,358,0.1312849
2,2,SHOPPING,NEIGHBOURHOOD,1,precision,96,0.5520833
2,2,SHOPPING,NEIGHBOURHOOD,1,recall,330,0.1606061
2,2,SHOPPING,NEIGHBOURHOOD,1,f1,373,0.2488263
2,2,SHOPPING,TIME,1,acc,0,-
2,2,SHOPPING,TIME,1,precision,0,-
2,2,SHOPPING,TIME,1,recall,0,-
2,2,SHOPPING,TIME,1,f1,0,-
2,2,SHOPPING,all,1,acc,745,0.0671141
2,2,SHOPPING,all,1,precision,834,0.4808153
2,2,SHOPPING,all,1,recall,1541,0.2602206
2,2,SHOPPING,all,1,f1,1974,0.3376842
2,2,ACCOMMODATION,INFO,1,acc,867,0.3933103
2,2,ACCOMMODATION,INFO,1,precision,789,0.6349810
2,2,ACCOMMODATION,INFO,1,recall,917,0.5463468
2,2,ACCOMMODATION,INFO,1,f1,1205,0.5873388
2,2,ACCOMMODATION,TYPE_OF_PLACE,1,acc,181,0.0276243
2,2,ACCOMMODATION,TYPE_OF_PLACE,1,precision,63,0.0793651
2,2,ACCOMMODATION,TYPE_OF_PLACE,1,recall,140,0.0357143
2,2,ACCOMMODATION,TYPE_OF_PLACE,1,f1,198,0.0492611
2,2,ACCOMMODATION,PLACE,1,acc,806,0.0334988
2,2,ACCOMMODATION,PLACE,1,precision,685,0.0613139
2,2,ACCOMMODATION,PLACE,1,recall,782,0.0537084
2,2,ACCOMMODATION,PLACE,1,f1,1425,0.0572597
2,2,ACCOMMODATION,NEIGHBOURHOOD,1,acc,238,0.1806723
2,2,ACCOMMODATION,NEIGHBOURHOOD,1,precision,147,0.2925170
2,2,ACCOMMODATION,NEIGHBOURHOOD,1,recall,137,0.3138686
2,2,ACCOMMODATION,NEIGHBOURHOOD,1,f1,241,0.3028169
2,2,ACCOMMODATION,all,1,acc,973,0.0369990
2,2,ACCOMMODATION,all,1,precision,1684,0.3509501
2,2,ACCOMMODATION,all,1,recall,1976,0.2990891
2,2,ACCOMMODATION,all,1,f1,3069,0.3229508
2,2,all,all,2,acc,1307,0.0680949
2,2,all,all,2,precision,3055,0.4216039
2,2,all,all,2,recall,2993,0.4303375
2,2,all,all,2,f1,4760,0.4259259
2,2,FOOD,INFO,2,acc,180,0.3555556
2,2,FOOD,INFO,2,precision,129,0.6201550
2,2,FOOD,INFO,2,recall,178,0.4494382
2,2,FOOD,INFO,2,f1,227,0.5211726
2,2,FOOD,CUISINE,2,acc,90,0.2000000
2,2,FOOD,CUISINE,2,precision,54,0.4259259
2,2,FOOD,CUISINE,2,recall,75,0.3066667
2,2,FOOD,CUISINE,2,f1,106,0.3565891
2,2,FOOD,TYPE_OF_PLACE,2,acc,43,0.3488372
2,2,FOOD,TYPE_OF_PLACE,2,precision,27,0.6296296
2,2,FOOD,TYPE_OF_PLACE,2,recall,36,0.4722222
2,2,FOOD,TYPE_OF_PLACE,2,f1,46,0.5396825
2,2,FOOD,DRINK,2,acc,11,0.0909091
2,2,FOOD,DRINK,2,precision,2,0.5000000
2,2,FOOD,DRINK,2,recall,10,0.1000000
2,2,FOOD,DRINK,2,f1,11,0.1666667
2,2,FOOD,PLACE,2,acc,67,0.0000000
2,2,FOOD,PLACE,2,precision,5,0.0000000
2,2,FOOD,PLACE,2,recall,65,0.0000000
2,2,FOOD,PLACE,2,f1,70,-
2,2,FOOD,MEAL_TIME,2,acc,2,0.0000000
2,2,FOOD,MEAL_TIME,2,precision,1,0.0000000
2,2,FOOD,MEAL_TIME,2,recall,3,0.0000000
2,2,FOOD,MEAL_TIME,2,f1,4,-
2,2,FOOD,DISH,2,acc,176,0.1875000
2,2,FOOD,DISH,2,precision,114,0.4649123
2,2,FOOD,DISH,2,recall,174,0.3045977
2,2,FOOD,DISH,2,f1,235,0.3680556
2,2,FOOD,NEIGHBOURHOOD,2,acc,34,0.0588235
2,2,FOOD,NEIGHBOURHOOD,2,precision,7,0.2857143
2,2,FOOD,NEIGHBOURHOOD,2,recall,30,0.0666667
2,2,FOOD,NEIGHBOURHOOD,2,f1,35,0.1081081
2,2,FOOD,all,2,acc,272,0.0661765
2,2,FOOD,all,2,precision,339,0.5191740
2,2,FOOD,all,2,recall,571,0.3082312
2,2,FOOD,all,2,f1,734,0.3868132
2,2,ATTRACTION,INFO,2,acc,480,0.2312500
2,2,ATTRACTION,INFO,2,precision,567,0.4620811
2,2,ATTRACTION,INFO,2,recall,465,0.5634409
2,2,ATTRACTION,INFO,2,f1,770,0.5077519
2,2,ATTRACTION,TYPE_OF_PLACE,2,acc,177,0.2824859
2,2,ATTRACTION,TYPE_OF_PLACE,2,precision,131,0.4351145
2,2,ATTRACTION,TYPE_OF_PLACE,2,recall,137,0.4160584
2,2,ATTRACTION,TYPE_OF_PLACE,2,f1,211,0.4253731
2,2,ATTRACTION,ACTIVITY,2,acc,208,0.1538462
2,2,ATTRACTION,ACTIVITY,2,precision,170,0.2705882
2,2,ATTRACTION,ACTIVITY,2,recall,125,0.3680000
2,2,ATTRACTION,ACTIVITY,2,f1,249,0.3118644
2,2,ATTRACTION,PLACE,2,acc,514,0.1926070
2,2,ATTRACTION,PLACE,2,precision,864,0.2662037
2,2,ATTRACTION,PLACE,2,recall,423,0.5437352
2,2,ATTRACTION,PLACE,2,f1,1057,0.3574204
2,2,ATTRACTION,TIME,2,acc,31,0.1290323
2,2,ATTRACTION,TIME,2,precision,13,0.6153846
2,2,ATTRACTION,TIME,2,recall,31,0.2580645
2,2,ATTRACTION,TIME,2,f1,36,0.3636364
2,2,ATTRACTION,NEIGHBOURHOOD,2,acc,210,0.4000000
2,2,ATTRACTION,NEIGHBOURHOOD,2,precision,126,0.7460317
2,2,ATTRACTION,NEIGHBOURHOOD,2,recall,199,0.4723618
2,2,ATTRACTION,NEIGHBOURHOOD,2,f1,231,0.5784615
2,2,ATTRACTION,all,2,acc,614,0.0700326
2,2,ATTRACTION,all,2,precision,1871,0.3725281
2,2,ATTRACTION,all,2,recall,1380,0.5050725
2,2,ATTRACTION,all,2,f1,2554,0.4287911
2,2,TRANSPORTATION,INFO,2,acc,140,0.2928571
